votes,unemployment,med_hhinc,per_capita_inc,poverty_all_ages_pct,deep_pov_all,deep_pov_children,population,area,white,black,native_american,hawaiian_pacific,multi,voter_turnout,democrat,county,state,education,religion,age_old,age_young,age_adult,ethnic_female,ethnic_male
709,2.5,47313.0,27669.0,16.0,3.440187647,1.209677419,1311.0,2067.46,0.968253968,0.001587302,0.014285714,0.0,0.008730159,0.562698413,0,Sioux County,NE,93.6,138,0.35079365,0.26666666699999997,0.31825396699999997,0.470634921,0.497619048
208980,7.7,41895.0,25062.0,23.3,12.02821044,19.28272981,620961.0,92.05,0.316983705,0.629271736,0.004359579,0.000916621,0.009735482,0.336062292,1,Baltimore city,MD,82.6,108,0.205249184,0.322959433,0.43520211499999994,0.342235816,0.28703592
77261,2.7,61908.0,33881.0,11.0,5.610802118,5.049699146,156545.0,619.3,0.912208301,0.025504703,0.002509574,0.000539094,0.010317136,0.478746081,1,Chittenden County,VT,93.80000000000001,55,0.22196403499999998,0.34270240900000004,0.38566259,0.466371714,0.445836586
7471,12.5,43245.0,24737.0,17.4,6.386687797,10.07853403,5559.0,7683.28,0.757509718,0.129664614,0.011953529,0.00229854,0.012373888,1.17820533,0,Prince of Wales-Hyder Census Area,AK,90.5,67,0.221781173,0.319733914,0.390365411,0.382213676,0.375296042
136392,3.9,66560.0,37147.0,8.2,4.265532508,5.254879373,190039.0,821.53,0.892834451,0.055987469,0.003450406,0.000847158,0.009552594,0.601800212,0,St. Johns County,FL,93.8,83,0.26188227999999997,0.286295446,0.377837098,0.457739146,0.435095305
14277,6.2,37968.0,21656.0,21.7,9.650803963,14.14255293,31594.0,658.56,0.799802793,0.169312001,0.007602023,0.000222653,0.009955787,0.454117497,0,Jefferson Davis Parish,LA,78.8,148,0.235090175,0.34848436600000005,0.37176755100000003,0.407646554,0.392156239
22129,2.9,57142.0,29073.0,10.4,4.584937553,6.0,43742.0,551.99,0.966113529,0.006656271,0.003770335,0.000186189,0.007610492,0.515023157,0,Sullivan County,NH,89.5,45,0.291363139,0.261875392,0.37184350699999996,0.488607536,0.477505993
1206,2.9,45710.0,33132.0,10.2,1.972818939,1.851851852,2343.0,988.71,0.962272149,0.007206443,0.007630352,0.000847817,0.007630352,0.511233574,0,Adams County,ND,96.0,545,0.354811359,0.256040694,0.318779144,0.495125053,0.467147096
7678,5.9,43562.0,22801.0,14.7,4.537676659,6.067610517,16644.0,599.21,0.961320237,0.020682082,0.002989445,0.000366055,0.005002745,0.468427796,0,Crawford County,WI,89.9,189,0.30291013299999997,0.279848698,0.346409614,0.472271368,0.489048868
3598,6.5,36128.0,17379.0,23.9,9.752977069,17.66732283,12010.0,251.21,0.654264654,0.317743068,0.004826255,0.000789751,0.005089505,0.315724816,0,Pulaski County,GA,80.9,72,0.271147771,0.27711477799999995,0.38917164000000004,0.356528607,0.297736048
45895,4.8,48194.0,22834.0,14.5,5.951874841,8.262810379,99892.0,761.41,0.939648788,0.029328518,0.005762227,0.000375356,0.009779554,0.465594027,0,Lenawee County,MI,89.7,117,0.257281405,0.30805595900000005,0.371521614,0.469885263,0.469763526
29799,7.1,42036.0,21924.0,19.0,8.825260357,14.5101761,81625.0,901.28,0.827363084,0.137168588,0.003645216,0.000378396,0.011276204,0.375860851,0,Vermilion County,IL,86.80000000000001,93,0.257208445,0.325723367,0.36305845,0.418506092,0.408856991
24232,6.2,51025.0,26845.0,11.3,5.117396705,7.211197732,50486.0,825.64,0.958394795,0.019357837,0.003051183,0.000282891,0.006526703,0.489644163,0,Henry County,IL,89.6,241,0.27494998800000003,0.300309159,0.36032249599999994,0.481662592,0.476732203
16661,5.7,45283.0,24590.0,15.6,6.485893524,9.471153846,30952.0,1148.6,0.949297842,0.007972247,0.01377631,0.000967344,0.010040362,0.555755696,0,Delta County,CO,88.9,67,0.32762934099999996,0.266386469,0.319156742,0.47606658,0.473231262
5069,3.1,43453.0,21044.0,24.9,15.63517915,13.84548611,13864.0,417.24,0.907619593,0.016041249,0.029003151,0.000716127,0.010383844,0.36300487,1,Clay County,SD,95.69999999999999,207,0.168934403,0.5002148390000001,0.293826983,0.459538814,0.448080779
16098,5.1,39779.0,21348.0,16.9,6.194013546,9.026527428,36903.0,601.83,0.961474397,0.005050776,0.008032884,0.000832841,0.010074687,0.432486164,0,Boone County,AR,85.8,165,0.274488206,0.295900274,0.36110364799999994,0.488152168,0.473322229
23860,4.4,49400.0,26592.0,12.9,6.342654987,10.53685897,49285.0,212.01,0.841925558,0.110709677,0.003215881,0.000377171,0.011751861,0.473647643,0,Franklin County,KY,86.8,96,0.24831761800000002,0.307732009,0.38546898399999996,0.437856079,0.404069479
8542,3.6,51514.0,29138.0,11.5,3.026356589,3.598117908,16667.0,572.59,0.971769552,0.008057188,0.002726116,6.06e-05,0.005452232,0.517477434,0,Clay County,IA,93.30000000000001,298,0.28963469999999997,0.302417155,0.353001755,0.494638638,0.477130914
10123,8.4,33869.0,19022.0,22.8,9.562661531,20.19470794,20972.0,443.76,0.409873481,0.514562143,0.054577028,0.000248077,0.008583478,0.502257504,1,Warren County,NC,77.8,139,0.31669561,0.265492434,0.34224758199999994,0.259836269,0.254725874
2921,3.9,42006.0,22433.0,16.7,3.669432036,2.194148936,6403.0,527.15,0.977603759,0.005794832,0.002192639,0.000313234,0.004698512,0.457478465,0,Wayne County,IA,89.5,99,0.31088488599999997,0.312920907,0.318872358,0.504150352,0.473453406
18113,5.6,46387.0,22339.0,16.7,6.506514658,11.42265713,50477.0,898.63,0.966218983,0.010113832,0.003889935,0.00018426,0.008066497,0.370833675,0,Chenango County,NY,87.2,116,0.286217345,0.284763737,0.35994185700000003,0.485095406,0.481123577
14530,3.9,50078.0,24345.0,12.8,5.642106549,8.215801725,34185.0,322.47,0.97131386,0.009106249,0.00337484,0.000407308,0.004771325,0.422727802,0,Steuben County,IN,89.6,112,0.265594089,0.30766321399999996,0.35467822700000007,0.479314558,0.491999302
9491,8.4,44395.0,25919.0,13.6,4.553403282,8.194905869,15014.0,2041.67,0.859050544,0.006743674,0.103291714,0.000200307,0.012819657,0.633705014,1,Bayfield County,WI,94.0,157,0.35621285900000005,0.23449288899999998,0.31368097800000005,0.41917607,0.439874474
11374,5.2,37667.0,19116.0,15.9,9.983778204,16.8558952,27134.0,416.91,0.82113335,0.152027859,0.00302508,0.000738682,0.007210947,0.400084421,0,Union County,MS,76.19999999999999,164,0.220584614,0.33588941,0.386366036,0.41862183,0.40251152
7619,5.2,43647.0,22334.0,18.0,5.95330507,10.87187666,16912.0,233.95,0.960898068,0.022277659,0.001972501,0.000522133,0.006903754,0.442014272,0,Garrard County,KY,79.6,66,0.262110575,0.291175959,0.38568196299999996,0.490224517,0.470673551
1947,3.9,50155.0,26460.0,12.0,8.103975535,9.911504425,4656.0,886.22,0.874187461,0.011532816,0.09477878,0.0,0.010065003,0.40826169,0,Marshall County,SD,88.5,365,0.285804151,0.302998532,0.34996854699999996,0.404697001,0.469490459
16538,7.8,40642.0,21555.0,16.2,5.627276794,9.014232999,32202.0,510.78,0.968716673,0.004944576,0.00681899,0.000323175,0.00681899,0.5344666,0,Stone County,MO,86.10000000000001,100,0.361277186,0.22990660300000001,0.305561839,0.494295964,0.474420709
1535,2.2,43523.0,20528.0,12.4,6.585436612,12.50583294,6703.0,1505.26,0.926836119,0.018255863,0.022890044,0.001544727,0.00983008,0.215559612,0,Dallam County,TX,74.5,196,0.15278753,0.41511023700000005,0.400786406,0.452183682,0.474652436
42489,4.2,52349.0,27479.0,13.2,6.557432777,9.257319567,90336.0,159.42,0.936871375,0.03185758,0.001911672,0.000423609,0.009102166,0.461505876,0,Campbell County,KY,89.3,112,0.22979167100000003,0.32122607599999997,0.400908044,0.476973041,0.459898334
25638,6.0,33876.0,19463.0,29.0,9.556406143,14.34857471,63431.0,946.6,0.672352646,0.269929697,0.030961647,0.002761911,0.009133137,0.402328793,0,Sampson County,NC,75.2,109,0.24248320899999998,0.328604606,0.37111606199999997,0.337376813,0.334975833
4818,3.2,65738.0,31840.0,8.2,4.617117117,5.433901054,9746.0,2103.29,0.941555184,0.006103679,0.020317726,0.000501672,0.01312709,0.402842809,0,Richland County,MT,92.4,300,0.22224080299999996,0.35610367800000003,0.384615385,0.451923077,0.489632107
17415,6.4,32662.0,18771.0,22.1,9.035977744,14.55461839,40400.0,928.37,0.962434878,0.005384251,0.008126231,0.000348979,0.008250866,0.434105242,0,Howell County,MO,84.2,80,0.26103646999999996,0.320038886,0.36062018500000004,0.492559264,0.469875614
25253,6.8,45331.0,23303.0,18.3,7.168173724,11.22207622,57999.0,1542.07,0.810154489,0.147306889,0.004058455,0.000183716,0.007549061,0.421762004,0,Vermilion Parish,LA,76.3,23,0.22428392599999997,0.341127348,0.3877244269999999,0.41680167,0.393352818
1420,5.1,35502.0,22912.0,18.4,5.657978385,7.836990596,3309.0,505.25,0.958908507,0.004815409,0.013162119,0.0,0.011556982,0.455858748,0,Woodson County,KS,90.19999999999999,160,0.32648475099999996,0.266131621,0.339325843,0.481861958,0.477046549
252911,6.3,60397.0,28571.0,13.1,5.739559632,7.644935558,795225.0,1806.44,0.758196537,0.074209021,0.017038843,0.015622889,0.03392365,0.299673916,1,Pierce County,WA,90.9,62,0.207914175,0.33805870800000004,0.410908652,0.379498172,0.378698365
4143,5.3,49790.0,23160.0,14.0,7.73527626,8.098028769,8457.0,435.89,0.977195122,0.00695122,0.003292683,0.000121951,0.004512195,0.505243902,0,Hamilton County,IL,87.69999999999999,274,0.29182927,0.29207317200000005,0.35170731699999996,0.495731707,0.481463415
412929,4.7,80037.0,38931.0,7.9,3.087540705,3.758787435,916924.0,336.41,0.807326696,0.052702263,0.004067531,0.000608309,0.009707241,0.442233137,1,DuPage County,IL,92.30000000000001,111,0.227541832,0.317389497,0.402021556,0.409469058,0.397857639
7471,9.7,67260.0,32312.0,9.8,2.662957075,0.431034483,2508.0,2725.5,0.757509718,0.129664614,0.011953529,0.00229854,0.012373888,2.948303078,0,Haines Borough,AK,95.4,85,0.221781173,0.319733914,0.390365411,0.382213676,0.375296042
7246,7.1,32101.0,16906.0,21.6,8.0169532,13.56128658,17264.0,606.44,0.953110218,0.008278146,0.010820719,0.000177389,0.01064333,0.428453169,0,Sharp County,AR,83.19999999999999,155,0.324798959,0.271109273,0.322670292,0.48474456,0.468365658
17914,2.7,61279.0,27561.0,10.2,6.551791915,5.709101061,32727.0,466.74,0.941404024,0.025279635,0.004228266,0.000149939,0.006987135,0.537199748,0,Nicollet County,MN,94.1,310,0.22259873500000002,0.349086875,0.377335293,0.468767805,0.472636219
3578,2.6,40667.0,22654.0,18.8,8.962145901,8.432976715,9182.0,1401.07,0.892214246,0.016896742,0.040309221,0.004859194,0.013914964,0.395140806,0,Dawes County,NE,94.2,183,0.25466593099999996,0.41888459499999997,0.28260629400000004,0.457868581,0.434345665
6042,9.4,32835.0,19037.0,25.9,6.546822209,8.061366806,15860.0,420.07,0.981517942,0.004509368,0.001333757,0.000381073,0.005398539,0.38374087,0,Lawrence County,KY,77.5,56,0.24845982999999996,0.311781518,0.382216577,0.490314386,0.491203557
17199,6.7,36627.0,18390.0,24.0,9.692763889,12.25465526,50384.0,1608.53,0.774317105,0.024110473,0.133655881,0.001834492,0.029916339,0.346719081,0,Le Flore County,OK,81.39999999999999,77,0.24529785299999998,0.325592178,0.36953936,0.391331519,0.382985586
6572,6.2,35940.0,18957.0,19.5,7.280385078,10.45729657,13932.0,606.0,0.826115824,0.145702693,0.005975655,0.0,0.009811878,0.484839543,0,Clay County,AL,75.1,103,0.27628181599999996,0.292807083,0.369162671,0.417853191,0.408262634
3279,3.4,54536.0,26557.0,10.3,3.413717507,2.19269103,6576.0,751.17,0.961851157,0.006410256,0.014696685,0.0,0.005003127,0.512664165,0,Wilkin County,MN,91.4,457,0.28658536599999995,0.30128205199999997,0.36194496500000006,0.468886804,0.492964353
5975,5.6,42640.0,21194.0,18.2,11.56215448,18.57142857,12984.0,348.15,0.922482454,0.057014431,0.002681177,0.000315433,0.007412665,0.471177352,0,Caldwell County,KY,86.9,107,0.273243435,0.30478668800000003,0.359041086,0.478195726,0.444286728
2951,3.1,48125.0,27971.0,11.7,5.976975241,5.758807588,6415.0,1509.74,0.959074188,0.006744329,0.022072348,0.0,0.005364807,0.452329859,0,Spink County,SD,90.80000000000001,356,0.302575107,0.311158799,0.32587369699999996,0.479920294,0.479153893
86000,6.2,49274.0,26710.0,13.4,5.476968923,8.233583937,216469.0,1139.67,0.881444802,0.071628764,0.011342475,0.000362094,0.011944397,0.404416606,0,Niagara County,NY,90.4,129,0.272247615,0.28695709599999997,0.37886311899999997,0.451305419,0.430139383
55340,4.1,46701.0,24734.0,15.4,6.286021155,10.81588263,107702.0,497.12,0.927195919,0.037805526,0.00429905,0.000345043,0.011060028,0.516072478,0,Androscoggin County,ME,88.6,47,0.248281779,0.308720263,0.38921787,0.473716114,0.453479806
6765,9.7,25215.0,14574.0,38.2,13.85103985,22.29621125,21730.0,471.09,0.944225004,0.042354733,0.001855994,0.000333127,0.004521011,0.321943559,0,Clay County,KY,63.7,47,0.216056727,0.297863226,0.438252511,0.458668443,0.48555656
5104,6.3,52919.0,25063.0,11.0,2.618623651,3.740530303,9698.0,498.12,0.982512751,0.003643177,0.002394088,0.000208182,0.004163631,0.531279276,0,Jasper County,IL,89.6,102,0.274383262,0.29707504900000004,0.367440408,0.48985115,0.492661601
1460,3.8,41434.0,28094.0,13.9,3.445825933,3.290676417,2961.0,894.15,0.968622101,0.009549795,0.003751705,0.0,0.00579809,0.497953615,0,Decatur County,KS,90.5,231,0.36596180100000003,0.263642564,0.299454298,0.475784447,0.492837653
6007,5.5,47023.0,23755.0,15.6,6.111806425,6.652227723,14877.0,281.92,0.978206552,0.006107718,0.003053859,0.000208218,0.005205441,0.416921155,0,Pendleton County,KY,83.9,153,0.239519711,0.300805108,0.39790394300000004,0.484522488,0.493684064
6423,4.8,61388.0,29391.0,10.1,4.63416593,4.612159329,12705.0,315.46,0.969864995,0.011571842,0.00289296,0.00016072,0.006669881,0.516152363,0,Menard County,IL,92.30000000000001,150,0.27282224299999996,0.294519447,0.36636129900000003,0.49991964,0.469945355
639,2.2,52795.0,25766.0,10.8,2.175732218,3.409090909,1247.0,778.45,0.972932331,0.006015038,0.009022556,0.0,0.004511278,0.480451128,0,Greeley County,KS,88.1,299,0.30375939900000004,0.32406015000000005,0.32406015,0.502255639,0.470676692
3502,5.2,37511.0,16720.0,23.8,14.12195809,20.95490716,10425.0,2369.42,0.383757407,0.003136982,0.574851865,0.000348554,0.01664343,0.305158592,0,Roosevelt County,MT,83.4,230,0.188567445,0.432816313,0.355088882,0.289386546,0.285465319
7139,6.9,42837.0,21883.0,17.6,8.818810512,11.19681513,18538.0,556.7,0.947063689,0.027295285,0.006727323,0.000496278,0.007278743,0.393658671,0,Humphreys County,TN,83.6,183,0.276371657,0.290984284,0.365536256,0.479680176,0.467383513
408300,4.0,97279.0,48916.0,7.2,3.080221823,3.594755985,971777.0,506.95,0.613239293,0.191206558,0.007150164,0.000951817,0.016178965,0.392552369,1,Montgomery County,MD,91.2,73,0.22352122200000002,0.31350733999999997,0.41587669000000005,0.312850682,0.300388611
23939,5.8,39078.0,20466.0,20.0,7.542611931,9.263984298,68756.0,447.03,0.927276467,0.046851585,0.003628831,0.000572973,0.007992243,0.351702759,0,Walker County,GA,80.0,86,0.24852349199999998,0.299238973,0.389401462,0.470543296,0.456733171
72013,5.5,43346.0,22465.0,16.9,7.357417047,11.73658194,162878.0,567.02,0.866324064,0.095691949,0.007684271,0.000504185,0.007435215,0.43744457,0,Davidson County,NC,81.9,122,0.25106607900000005,0.30050054,0.385227977,0.439716441,0.426607622
32692,6.4,40230.0,21102.0,16.5,5.527829582,8.774101094,81642.0,1153.96,0.952403882,0.029965183,0.001950762,0.000197545,0.004605279,0.403634837,0,Clearfield County,PA,87.1,195,0.2794528,0.262957749,0.39559720499999995,0.46625676,0.486147122
32217,3.6,60317.0,26192.0,13.0,5.737646892,9.29533183,64142.0,515.94,0.910321101,0.04175841,0.006850153,0.001070336,0.008425076,0.492614679,0,Rice County,MN,90.4,251,0.22484709399999997,0.36685015300000007,0.359740061,0.452492355,0.457828746
104700,4.1,97936.0,42675.0,5.6,2.315669397,3.167173584,183182.0,583.77,0.897218338,0.045636645,0.002376318,0.000614158,0.00719037,0.494633206,0,Williamson County,TN,95.3,186,0.203205903,0.34419290199999997,0.395442004,0.458638837,0.4385795
6822,4.0,45717.0,26104.0,18.0,3.793103448,5.573104693,20097.0,910.49,0.876520652,0.096552387,0.00884743,0.000336587,0.006395153,0.328028081,0,DeWitt County,TX,78.6,125,0.274462663,0.298889263,0.374380919,0.424340049,0.452180603
44636,4.8,43602.0,22585.0,18.0,8.094102812,12.399821,106331.0,406.85,0.834733062,0.125324395,0.002710079,0.000220254,0.01381853,0.427445535,0,Allen County,OH,89.4,158,0.24717261199999999,0.33378022499999993,0.362700503,0.416135983,0.418597079
22748,4.9,48528.0,26751.0,12.9,4.41283963,7.140274765,49116.0,710.18,0.938850276,0.032678781,0.003454195,0.000188411,0.009608943,0.476218389,0,Clinton County,IA,91.5,254,0.275728522,0.31108692,0.35749874400000003,0.477683805,0.461166471
16818,6.8,43073.0,22849.0,19.5,7.679511304,13.5803945,38827.0,583.78,0.874925038,0.091440044,0.003441713,0.000234662,0.008865017,0.438505462,0,Jefferson County,IL,86.0,85,0.257502673,0.30187990600000003,0.38393346,0.431778479,0.44314656
46250,5.7,47351.0,25789.0,13.6,5.56097561,7.375859065,90928.0,5256.44,0.951520824,0.004013934,0.013716009,0.000811106,0.011251495,0.48094421,0,Flathead County,MT,94.3,97,0.27361306199999996,0.294358654,0.365340821,0.477044663,0.474476161
74384,3.3,86419.0,54597.0,9.6,3.631252196,5.001969279,139966.0,15.47,0.663033919,0.225677639,0.007295894,0.001478721,0.014813271,0.484551596,1,Alexandria city,VA,91.5,125,0.173166744,0.248959358,0.5504165839999999,0.34075734,0.32227658
12443,3.0,57878.0,27979.0,8.8,3.203357607,5.635925256,29180.0,900.6,0.95138385,0.0124391,0.007325248,0.001036592,0.00995128,0.429943679,0,McPherson County,KS,90.9,140,0.284820842,0.314571024,0.34380291,0.484157424,0.467226426
16540,9.4,30127.0,17958.0,31.1,13.59906213,24.16326531,39451.0,395.71,0.97897023,0.01003814,0.001324293,0.0,0.003469647,0.438076067,0,Floyd County,KY,75.1,91,0.25286047300000003,0.30461383799999997,0.38309143,0.503072359,0.475897871
36754,5.0,47433.0,23897.0,16.8,7.544210101,10.32733486,82752.0,293.92,0.884938708,0.072956539,0.004166869,0.000448181,0.01280343,0.445200833,0,Howard County,IN,88.1,126,0.26470516899999996,0.308324046,0.36772615000000003,0.458694704,0.426244004
16795,5.5,41514.0,22741.0,18.2,7.478704138,11.13104314,46562.0,944.97,0.811819424,0.023034872,0.104880307,0.001432791,0.02519508,0.370211171,0,Kay County,OK,86.4,196,0.256447559,0.34486179000000006,0.344994049,0.411211039,0.400608385
295871,5.9,50597.0,28971.0,20.4,8.958358308,13.3538239,691893.0,271.14,0.364465328,0.546531296,0.004946446,0.000820552,0.009735042,0.402616241,1,DeKalb County,GA,88.3,111,0.181855048,0.333051651,0.450717199,0.29634725,0.250184046
6664,7.6,36390.0,16927.0,23.4,6.138052719,7.991756354,21987.0,522.49,0.942924923,0.035724253,0.004512048,0.000418644,0.006651782,0.309982324,0,Morgan County,TN,80.0,45,0.241696903,0.27449065,0.417387664,0.440226998,0.502697925
3831,3.9,42697.0,21265.0,14.0,7.111609647,15.52083333,9533.0,717.99,0.956936761,0.010521749,0.005857468,0.000108472,0.0072676,0.415554832,0,Cloud County,KS,91.1,182,0.283544853,0.32790975199999994,0.329102939,0.48443432,0.472502441
7471,7.8,73981.0,30013.0,10.7,5.029720583,6.68582078,88995.0,25257.61,0.757509718,0.129664614,0.011953529,0.00229854,0.012373888,0.073900786,0,Matanuska-Susitna Borough,AK,92.19999999999999,76,0.221781173,0.319733914,0.390365411,0.382213676,0.375296042
1006,3.3,52394.0,30474.0,8.8,0.996329313,0.0,1916.0,860.31,0.968832541,0.011093502,0.00264131,0.0,0.004754358,0.53143159,0,Hodgeman County,KS,92.69999999999999,317,0.347068146,0.284204966,0.306920232,0.488642367,0.480190174
18942,5.1,48014.0,22530.0,16.6,7.016862897,10.90762187,47472.0,2303.97,0.660304467,0.113245766,0.148620711,0.000313237,0.036607012,0.395556205,0,Osage County,OK,87.5,63,0.274040971,0.29847349,0.35851066000000004,0.327374862,0.332929605
2183,7.6,40777.0,21275.0,14.9,7.126258714,9.331476323,3976.0,1369.77,0.961488421,0.002081707,0.012750455,0.001040853,0.008587041,0.568045798,0,Adams County,ID,88.5,53,0.381733021,0.22274264899999996,0.294301325,0.463700234,0.497788186
124660,5.8,65813.0,34241.0,11.1,3.854417556,5.582644336,274055.0,771.7,0.837469608,0.068920743,0.011424872,0.001706742,0.017332259,0.458539779,1,New London County,CT,91.19999999999999,51,0.25369395499999997,0.29867617,0.387478252,0.420152798,0.41731681
16715,4.8,50589.0,22645.0,16.1,8.941503499,12.05022489,43205.0,517.82,0.698269484,0.262639757,0.014551134,0.000822098,0.007152253,0.343534199,0,Waller County,TX,78.1,104,0.184787077,0.467054422,0.312315028,0.34538392,0.352885564
831,3.0,49895.0,31665.0,9.4,1.877607789,2.994011976,1466.0,770.84,0.971367215,0.002863278,0.008589835,0.0,0.004294918,0.594846099,0,Campbell County,SD,89.9,260,0.39083750899999997,0.227630638,0.305654975,0.461703651,0.509663565
191684,5.3,42344.0,24683.0,20.7,10.33354049,15.97653042,441815.0,595.88,0.75070154,0.198105094,0.00396367,0.000479606,0.014348992,0.441984925,1,Lucas County,OH,88.3,103,0.235050923,0.328712511,0.385624261,0.384344542,0.366356998
9088,4.2,64305.0,28981.0,8.8,4.352182353,5.371043072,15935.0,285.63,0.781363329,0.172413793,0.014936382,0.000307333,0.010695187,0.558608396,0,King William County,VA,87.69999999999999,89,0.231237322,0.30518163400000003,0.40383551599999995,0.395353126,0.386010203
4311,7.8,34801.0,18465.0,20.8,11.66973765,16.15776081,11753.0,216.75,0.957142857,0.016737109,0.008368555,0.000591716,0.008453085,0.364412511,0,Meigs County,TN,76.5,60,0.27413355800000005,0.271851224,0.371935757,0.482840237,0.47430262
29676,4.5,65549.0,26902.0,10.9,4.74743956,6.311190652,76227.0,468.97,0.848603669,0.097005611,0.008775137,0.002055097,0.015280842,0.374153691,0,Leavenworth County,KS,91.4,83,0.21052764300000001,0.325991301,0.41849587,0.404954927,0.443648742
1302887,4.6,54230.0,28454.0,17.3,7.404129046,10.8896431,4092459.0,1777.48,0.701793158,0.19559465,0.011106807,0.001296378,0.009000826,0.287104222,1,Harris County,TX,79.6,152,0.16594454499999997,0.370707718,0.43143431399999993,0.34726758,0.354525578
19484,7.6,37498.0,20189.0,19.5,7.12654086,10.98023064,49683.0,603.65,0.796797506,0.183343792,0.002753092,0.000161947,0.00688273,0.39442094,0,Gibson County,TN,83.8,201,0.251543552,0.31771898200000004,0.371606713,0.413672342,0.383125164
49381,6.1,41757.0,22483.0,19.3,8.556342724,13.18005181,134905.0,1500.18,0.938178148,0.027183263,0.006606565,0.000558194,0.010628618,0.377591203,0,Chautauqua County,NY,88.2,139,0.275877626,0.30546953200000004,0.35784032699999996,0.476162075,0.462016073
7767,7.9,40701.0,24423.0,17.0,8.826092369,18.47352025,16557.0,1350.27,0.785600879,0.006228627,0.173119199,0.0,0.016121153,0.474291646,0,Sawyer County,WI,91.1,134,0.340315095,0.267220324,0.316560821,0.385075721,0.400525159
2879,2.9,54556.0,26873.0,10.1,3.115377649,3.931623932,5890.0,576.52,0.97170315,0.006762769,0.007296672,0.0,0.003915287,0.512368749,0,Fillmore County,NE,92.9,424,0.334935041,0.267663287,0.33582488099999996,0.483360028,0.488343122
4413,4.1,37911.0,19299.0,19.2,9.163066412,12.56198347,10261.0,438.03,0.965336238,0.008616421,0.006140438,0.000594236,0.004753887,0.437060513,0,Grundy County,MO,86.6,179,0.287412102,0.326829751,0.33465385700000005,0.508071704,0.457264534
20573,4.1,57447.0,27152.0,12.8,4.743626197,5.659481531,42074.0,385.67,0.884467041,0.07634993,0.005062237,0.002059958,0.010475105,0.450845898,0,Shelby County,KY,86.2,111,0.219626578,0.323698282,0.4026998600000001,0.456039621,0.428427419
897,8.1,28716.0,13742.0,32.3,13.07966706,25.88652482,1717.0,195.35,0.405735204,0.568029286,0.001830384,0.0,0.007321538,0.54728493,1,Taliaferro County,GA,68.89999999999999,143,0.323367907,0.266015862,0.350213545,0.282489323,0.285539963
39400,5.5,51175.0,25658.0,13.6,4.822004914,6.57002457,82782.0,607.19,0.817854532,0.13547451,0.007996684,0.001941896,0.011193175,0.429835375,0,Limestone County,AL,83.1,150,0.21761234000000002,0.30794322500000004,0.42214415800000005,0.408910902,0.40894363
20740,7.3,47225.0,22785.0,20.8,7.967572505,13.71784879,45924.0,347.64,0.414729748,0.557763719,0.004057214,0.003552927,0.006120204,0.475404575,1,St. John the Baptist Parish,LA,82.6,46,0.216934855,0.34208957900000003,0.39389355100000006,0.292554898,0.26520882
12465,6.3,44841.0,22857.0,17.7,9.130556556,8.997660608,25748.0,2038.53,0.92966266,0.006126406,0.012601784,0.013105855,0.012873207,0.483326871,0,Union County,OR,92.3,92,0.268398603,0.34369910800000003,0.328305546,0.472004653,0.457658007
9089,7.3,49995.0,19847.0,19.4,7.502437295,9.186840472,34895.0,4720.12,0.815696283,0.085117244,0.042590525,0.007210081,0.017833785,0.289966502,0,Lassen County,CA,80.0,38,0.20740149900000004,0.273695964,0.470122826,0.322316159,0.493380124
15815,4.8,48128.0,24175.0,13.4,4.959291707,7.086820084,33381.0,638.94,0.943610287,0.024311183,0.005290358,0.001743066,0.010672456,0.483624354,0,Lafayette County,MO,89.1,199,0.266352712,0.313323752,0.36564631,0.477691814,0.465918473
18004,6.1,38130.0,21033.0,23.5,11.38876843,13.80403458,40271.0,494.54,0.849194232,0.025445293,0.095456198,0.00060584,0.010056949,0.436301951,0,Jackson County,NC,88.2,104,0.247134377,0.354077305,0.331443113,0.434339028,0.414855204
9534,8.0,35425.0,19040.0,24.7,11.53827173,20.9435452,20747.0,813.52,0.588495575,0.396868618,0.002868813,0.000291744,0.003938539,0.463580667,0,Wayne County,MS,76.6,104,0.24029952400000001,0.340562094,0.37002820200000003,0.297918895,0.29057668
8771,6.1,41547.0,18151.0,19.2,7.477110885,9.286646368,20059.0,585.62,0.95618943,0.022130083,0.004845639,0.000149865,0.006793886,0.43815566,0,Breckinridge County,KY,78.1,230,0.266809872,0.301428714,0.362024178,0.477420322,0.478769108
4010,5.5,34201.0,18109.0,25.9,8.380934544,12.39224138,11096.0,285.82,0.808124613,0.166651916,0.00389415,0.001681565,0.005929728,0.354898664,0,Bacon County,GA,77.6,100,0.21771838199999996,0.347906893,0.38817594499999997,0.408885742,0.399238871
14571,10.5,30292.0,16738.0,35.1,16.90029575,28.27847537,51137.0,761.23,0.269582381,0.713712861,0.002285477,0.000477872,0.003054228,0.302742572,1,Washington County,MS,76.7,92,0.229337212,0.364097238,0.35827966,0.388572616,0.325140245
7471,3.2,55462.0,27122.0,16.2,4.933008526,2.459016393,3141.0,15009.86,0.757509718,0.129664614,0.011953529,0.00229854,0.012373888,2.236156839,0,Aleutians East Borough,AK,81.6,42,0.221781173,0.319733914,0.390365411,0.382213676,0.375296042
3773,5.4,57243.0,25857.0,13.7,3.745360477,6.460674157,10030.0,8896.76,0.863316685,0.047293854,0.048516971,0.001223117,0.013556212,0.384568342,0,White Pine County,NV,83.6,268,0.242177149,0.300479053,0.41545204399999996,0.380593212,0.482723474
